fips,percent_with_healthcare
28157,0.9835466179159049
28159,0.9927588703837799
28161,1
28163,0.9910775566231984
29151,0.9978165938864629
29153,1
29155,1
29157,1
29159,0.9919804741980475
29161,1
29163,1
29165,0.9936175062685206
29167,0.998272884283247
29169,1
29171,1
29173,0.9955290611028316
29175,1
29177,0.9851190476190477
29179,1
29181,1
29183,0.9959851921372335
29185,1
29186,1
29187,1
29189,0.995228209785774
29195,1
29197,1
29199,0.967741935483871
29201,1
29203,1
29205,1
29207,1
29209,0.9986403806934059
29211,1
29213,1
29215,1
29217,1
29219,1
29221,1
29223,1
29225,1
29227,1
29229,1
29510,0.9955139457772576
29001,1
29003,0.9932998324958124
29005,1
29007,1
29009,1
29011,0.9881656804733728
29013,1
29015,1
29017,1
29019,0.9992698598130841
29021,1
29023,1
29025,1
29027,1
29029,1
29031,1
29033,1
29035,1
29037,0.9984937238493724
29039,1
29041,1
29043,0.992820750347383
29045,1
29047,0.9967515364354698
29049,1
29051,1
29053,1
29055,1
29057,1
29059,1
29061,0.9782608695652174
29063,1
29065,1
29067,1
29069,0.9731232622798888
29071,1
29073,1
29075,1
29077,0.9986834887547997
29079,0.9979013641133263
29081,1
29083,1
29085,1
29087,1
29089,0.9938271604938271
29091,1
29093,1
29095,0.9982857293562254
29097,0.9997016706443914
29099,0.9990981060226476
29101,0.9849874895746455
29103,0.9873417721518988
29105,1
29107,1
29109,0.9988461538461538
29111,0.9840348330914369
29113,1
29115,1
29117,0.9930124223602484
29119,1
29121,1
29123,1
29125,1
29127,1
29129,1
29131,1
29133,1
29135,0.9882604055496265
29137,1
29139,0.9977220956719818
29141,0.9625698324022346
29143,1
29145,1
29147,1
29149,1
1007,1
1009,0.9994232987312572
1011,1
1013,1
1015,1
1017,1
1019,1
1021,1
1023,1
1025,1
1027,1
1029,1
1031,0.9844543147208121
1033,1
1035,1
1037,1
1039,0.9965332492908919
1041,0.9977603583426652
1043,1
1045,1
1047,0.9941383352872216
1049,1
1051,1
1053,0.9948798739661284
1055,0.9918606311580751
1057,1
1059,1
1061,1
1063,1
1065,1
1067,1
1069,0.998085701663967
1071,1
1073,0.9962864721485412
1075,1
1077,0.99074482150727194
1079,0.9683937823834197
1081,0.9980043541364296
1083,1
1085,1
1087,1
1089,0.9978091909655208
1091,1
1093,1
1095,0.9945513366252341
1097,0.9959849649752264
1099,0.9856677524429968
1101,0.9951215611004478
1103,1
1105,1
1107,1
1109,1
1111,1
1113,1
1115,1
1117,0.9973118279569892
1119,1
1121,1
1123,0.997561825148032
1125,1
1127,0.9980289093298291
1129,1
1131,1
1133,1
1001,1
1003,0.9948869364827885
1005,1
2013,1
2016,0.925
2020,0.9953857075248462
2050,0.9949494949494949
2060,1
2068,1
2070,0.9847328244274809
2090,1
2100,1
2105,1
2110,0.9960238568588469
2122,0.9987644151565074
2130,1
2150,1
2158,0.9934640522875817
2164,1
2170,0.9860703812316716
2180,0.9950738916256158
2185,1
2188,1
2195,0.9922480620155039
2198,1
2220,0.96
2230,1
2240,1
2261,1
2275,1
2282,1
2290,0.9565217391304348
4001,0.959216528038637
4003,0.9942167713630472
4005,0.9873866771777691
4007,0.9971526195899773
4009,1
4011,1
4012,1
4013,0.9911371482001764
4015,0.9958115676031813
4017,0.9933072151485471
4019,0.995776434393048
4021,0.9978732276897414
4023,0.9484500174155347
4025,0.9976269175353843
4027,0.9932705248990579
5001,1
5003,1
5005,0.992846094354215
5007,0.9935504939178709
5009,1
5011,0.9975903614457832
5013,0.990990990990991
5015,0.9859223300970874
5017,1
5019,1
5021,1
5023,1
5025,0.9801652892561984
5027,0.9958702064896755
5029,1
5031,1
5033,1
5035,1
5037,0.9952963311382879
5039,1
5041,0.9916963226571768
5043,1
5045,1
5047,1
5049,1
5051,1
5053,1
5055,1
5057,0.9993730407523511
5059,1
5061,1
5063,0.9992097984986171
5065,0.9985228951255539
5067,1
5069,0.9947879649372187
5071,0.9924812030075187
5073,1
5075,1
5077,1
5079,1
5081,1
5083,1
5085,0.9980891719745223
5087,0.9911504424778761
5089,1
5091,0.9952172180151455
5093,1
5095,1
5097,0.9846153846153847
5099,1
5101,1
5103,1
5105,1
5107,1
5109,0.9806451612903225
5111,1
5113,1
5115,1
5117,1
5119,0.997779279714203
5121,1
5123,1
5125,1
5127,1
5129,1
5131,0.9978780591314189
5133,0.9965792474344356
5135,0.9976470588235294
5137,1
5139,1
5141,0.9876397881106533
5143,0.9981766381766382
5145,0.9981128119102537
5147,0.984375
5149,0.9972222222222222
6001,0.9922417158906284
6003,1
6005,1
6007,0.9936533869548825
6009,1
6011,1
6013,0.9934882225259265
6015,1
6017,0.9991725963925203
6019,0.9903239760489948
6021,0.9716763005780347
6023,0.9977485928705441
6025,0.9889848812095032
6027,1
6029,0.9873198847262248
6031,0.9891770852771039
6033,0.9967624443545123
6035,0.9973172367538564
6037,0.9857887553624571
6039,0.9974750830564784
6041,1
6043,0.9946204423191871
6045,0.9978282659538924
6047,0.9833066950808027
6049,0.9875156054931336
6051,1
6053,0.9933185903166611
6055,0.9970069150583135
6057,0.9980606890257814
6059,0.9904825387624981
6061,0.9960434846916136
6063,1
6065,0.9892226788216586
6067,0.9917456160620298
6069,0.981346309813463
6071,0.9839766579539238
6073,0.9927913381543765
6075,0.9978999515373431
6077,0.9867757994075069
6079,0.9954308093994778
6081,0.9962584238610515
6083,0.9897789054005074
6085,0.9915952383432101
6087,0.99830007390983
6089,0.9951814265897642
6091,1
6093,0.9955227811430076
6095,0.9938271604938271
6097,0.9953780852067285
6099,0.9950048780487805
6101,0.9756434617377785
6103,0.998906625847365
6105,0.9572784810126582
6107,0.9935587761674718
6109,1
6111,0.9942197764695845
6113,0.9944653299916458
6115,0.989038521766364
8001,0.9862906148085517
8003,1
8005,0.9893018018018018
8007,0.9857142857142858
8009,1
8011,0.9818181818181818
8013,0.998393691588785
8014,0.9940893978574067
8015,1
8017,1
8019,1
8021,1
8023,1
8025,1
8027,1
8029,1
8031,0.9933615381969525
8033,1
8035,0.9956746492246018
8037,1
8039,1
8041,0.9972495504072781
8043,1
8045,0.9918616480162767
8047,1
8049,1
8051,1
8053,1
8055,1
8057,1
8059,0.9961288223812622
8061,1
8063,0.9935691318327974
8065,1
8067,0.9987956643918106
8069,1
8071,0.9838709677419355
8073,0.9884526558891455
8075,1
8077,0.9970126240724679
8079,1
8081,1
8083,0.9983783783783784
8085,0.9970887918486172
8087,1
8089,1
8091,1
8093,1
8095,0.9548872180451128
8097,1
8099,1
8101,0.9985885673959068
8103,1
8105,0.992619926199262
8107,1
8109,1
8111,1
8113,1
8115,0.9931506849315068
8117,1
8119,1
8121,0.9935483870967742
8123,0.991062471500228
8125,1
9001,0.9888098706194842
9003,0.9944633236634894
9005,0.9975336322869955
9007,1
9009,0.9959888814608916
9011,0.994279176201373
9013,0.9946775591038495
9015,0.9922191098661687
10001,0.9961958153969366
10003,0.9912289411842584
10005,0.9951342281879194
12001,0.9862653178715355
12003,1
12005,0.9969823378006568
12007,1
12009,0.9971107083251082
12011,0.9757606523049589
12013,0.9877049180327869
12015,0.9967813098983762
12017,0.9954322847993973
12019,1
12021,0.9889164706907064
12023,0.9952021932830706
12027,1
12029,1
12031,0.9973057615253534
12033,0.9996434211196576
12035,0.9910777385159011
12037,1
12039,0.9869043288468534
12041,1
12043,1
12045,1
12047,1
12049,1
12051,0.971164309031556
12053,0.9971409823772028
12055,0.9981078524124882
12057,0.9924268453301266
12059,0.9844594594594595
12061,0.997134670487106
12063,1
12065,1
12067,1
12069,0.9971732861262599
12071,0.9892554583649011
12073,0.9907869812295506
12075,0.9975983188231762
12077,1
12079,1
12081,0.9942613036876914
12083,0.9998006131146724
12085,0.9989764585465711
12086,0.97650406232981
12087,0.9869517941283074
12089,1
12091,0.9951983826130907
12093,0.9979006298110566
12095,0.9849005337214944
12097,0.9651179620784484
12099,0.9912461412661084
12101,0.9956132768605757
12103,0.9939708400352825
12105,0.9884335822225743
12107,0.995638126009693
12109,0.9898606704373017
12111,0.9969669502161483
12113,1
12115,0.996764946109127
12117,0.9883396088910482
12119,0.9980239156870693
12121,0.9953325554259043
12123,1
12125,1
12127,0.9986478806999667
12129,1
12131,0.99546256617091
12133,1
13001,1
13003,1
13005,1
13007,1
13009,0.9929971988795518
13011,1
13013,0.9939992940345923
13015,1
13017,0.9868287740628167
13019,1
13021,0.9783055492121489
13023,1
13025,1
13027,0.9955277280858676
13029,1
13031,0.9924041017850361
13033,1
13035,1
13037,1
13039,0.9982837528604119
13043,0.9751434034416826
13045,1
13047,1
13049,1
13051,0.9972802067042905
13053,1
13055,0.9914110429447853
13057,0.9954740352548833
13059,1
13061,1
13063,0.9581129378127233
13065,1
13067,0.9878258872171816
13069,1
13071,0.9743271221532092
13073,0.9833215046132009
13075,1
13077,0.9861111111111112
13079,1
13081,1
13083,1
13085,1
13087,0.9952746603662138
13089,0.9881585850258563
13091,1
13093,1
13095,0.9959967974379503
13097,1
13099,0.990086741016109
13101,1
13103,1
13105,1
13107,0.9726907630522088
13109,0.9746121297602257
13111,0.9958658704639411
13113,0.9968652037617555
13115,0.986835527412098
13117,0.9913282863041982
13119,1
13121,0.9876129032258064
13123,1
13125,1
13127,0.9948166634670762
13129,0.9930849020361122
13131,0.989723827874117
13133,1
13135,0.9690658373910552
13137,0.9766325224071702
13139,0.9909591603450068
13141,1
13143,1
13145,1
13147,1
13149,1
13151,0.9914460285132383
13153,1
13155,1
13157,0.9981440237564959
13159,1
13161,1
13163,0.9950787401574803
13165,1
13167,1
13169,1
13171,0.9904357066950054
13173,1
13175,1
13177,1
13179,0.9952185792349727
13181,1
13183,1
13185,1
13187,1
13189,1
13191,1
13193,1
13195,1
13197,1
13199,1
13201,1
13205,0.9864150943396226
13207,1
13209,0.94824016563147
13211,1
13213,0.9786845310596833
13215,0.9941831805185842
13217,0.9881699661999034
13219,1
13221,1
13223,1
13225,1
13227,1
13229,1
13231,1
13233,0.9920564872021183
13235,1
13237,1
13239,1
13241,0.9928710304601426
13243,1
13245,0.9959995789030425
13247,0.9933598937583001
13249,1
13251,0.9954441913439636
13253,0.9766423357664233
13255,0.9928649835345774
13257,1
13259,1
13261,0.9942096120440069
13263,1
13265,1
13267,0.9913127413127413
13269,1
13271,1
13273,1
13275,0.998272884283247
13277,1
13279,1
13281,1
13283,1
13285,1
13287,1
13289,0.9908759124087592
13291,1
13293,0.9953515398024404
13295,0.9960511033681766
13297,0.9727891156462585
13299,1
13301,1
13303,0.9949622166246851
13305,1
13307,1
13309,1
13311,0.9976053639846744
13313,0.9730601403908177
13315,0.9767441860465116
13317,1
13319,0.9984251968503937
13321,1
15001,0.992307075887491
15003,0.9947029944589589
15005,0.75
15007,0.9944551076988697
15009,0.9926357441195868
16001,0.9961495592258588
16003,1
16005,1
16007,1
16009,0.9937007874015747
16011,0.9979330301777594
16013,0.9848341232227488
16015,1
16017,0.9919571045576407
16019,0.9973953488372093
16021,1
16023,1
16025,1
16027,0.9984737817507904
16029,1
16031,1
16033,1
16035,0.9962453066332916
16037,1
16039,1
16041,0.9921052631578947
16043,1
16045,0.9858657243816255
16047,0.985781990521327
16049,1
16051,1
16053,0.9981834695731153
16055,0.9969465648854962
16057,0.9982588508415554
16059,1
16061,1
16063,1
16065,1
16067,0.9937646141855028
16069,1
16071,1
16073,1
16075,1
16077,1
16079,1
16081,1
16083,0.9978187586753916
16085,1
16087,1
17059,1
17061,1
17063,1
17065,1
17067,1
17069,1
17071,1
17073,1
17075,0.9991896272285251
17077,0.9923857868020305
17079,0.9743260590500642
17081,0.9968017057569296
17083,0.9973890339425587
17085,0.992022524636321
17087,1
17089,0.989759456161757
17091,0.997542242703533
17093,1
17095,0.9971804511278195
17097,0.9872025351168531
17099,1
17101,0.995249406175772
17103,1
17105,1
17107,1
17109,0.9990485252140818
17111,0.9962267056830433
17113,0.9978570528173453
17115,1
17117,0.9966768208252562
17119,0.999372217783358
17121,1
17123,1
17125,1
17127,0.9896331738437002
17129,1
17131,0.993161094224924
17133,1
17135,1
17137,1
17139,0.9974489795918368
17141,0.9900194067091767
17143,0.9989613087509738
17145,0.9934683213585892
17147,0.9923017705927637
17149,0.9921985815602837
17151,1
17153,1
17155,1
17157,1
17159,1
17161,0.9983660130718954
17163,0.9959617012961636
17165,1
17167,0.997660913050492
17169,0.9748822605965463
17171,0.9880668257756563
17173,1
17175,1
17177,0.9959124789612888
17179,0.9995889847924373
17181,1
17001,0.9968009032743695
17003,1
17005,1
17007,1
17009,0.9826086956521739
17011,1
17013,1
17015,1
17017,1
17019,0.9923183612504001
17021,1
17023,1
17025,1
17027,1
17029,1
17031,0.988326422198518
17033,0.9986885245901639
17035,1
17037,0.9987004548408057
17039,1
17041,0.9654255319148937
17043,0.9902854177477945
17045,1
17047,1
17049,0.9991670137442732
17051,1
17053,1
17055,0.9967352269017303
17057,0.9949647532729103
17183,0.9937973811164714
17185,1
17187,0.9985580389329488
17189,0.9956634865568084
17191,1
17193,1
17195,1
17197,0.9919132579054251
17199,1
17201,0.9906108412031225
17203,1
18001,0.997686256362795
18003,0.9967174925878864
18005,1
18007,1
18009,1
18011,0.9983416252072969
18013,1
18015,0.9924502402196294
18017,0.9958801498127341
18019,0.9913130638155697
18021,1
18023,0.9961977186311787
18025,0.9968404423380727
18027,0.943526904635056
18029,1
18031,1
18033,0.9970111016225448
18035,1
18037,1
18039,0.9945350214044995
18041,1
18043,1
18045,1
18047,1
18049,0.9958592132505176
18051,1
18053,1
18055,1
18057,0.9904354162871197
18059,1
18061,1
18063,1
18065,0.9959619267378137
18067,0.9982360487491982
18069,0.9966735966735967
18071,1
18073,1
18075,1
18077,1
18079,1
18081,1
18083,1
18085,0.9982289129953509
18087,0.9544405997693195
18089,0.995129161207968
18091,1
18093,1
18095,0.9983262664583799
18097,0.9957561547479484
18099,0.9981042654028436
18101,1
18103,0.998162609095085
18105,0.9987652415496219
18107,1
18109,0.9967541249661888
18111,1
18113,0.9975669099756691
18115,1
18117,1
18119,1
18121,1
18123,1
18125,1
18127,0.994036903690369
18129,1
18131,1
18133,0.998166819431714
18135,1
18137,0.9757975797579758
18139,0.994341147938561
18141,0.9964153493565259
18143,1
18145,1
18147,1
18149,1
18151,1
18153,1
18155,1
18157,1
18159,1
18161,1
18163,0.9990686648039963
18165,0.9963269054178145
18167,0.99856
18169,1
18171,1
18173,1
18175,1
18177,0.9993908629441625
18179,1
18181,1
18183,0.9995206136145733
19001,1
19003,1
19005,1
19007,1
19009,1
19011,0.9972870320130223
19013,0.9967797584818862
19015,1
19017,1
19019,0.998638529611981
19021,0.9787234042553191
19023,1
19025,0.9933460076045627
19027,1
19029,1
19031,1
19033,1
19035,1
19037,1
19039,1
19041,1
19043,1
19045,1
19047,1
19049,0.999677211103938
19051,1
19053,0.9591240875912409
19055,1
19057,0.9969230769230769
19059,1
19061,0.9970764508112849
19063,1
19065,1
19067,1
19069,1
19071,0.978328173374613
19073,0.998991935483871
19075,1
19077,1
19079,1
19081,1
19083,1
19085,1
19087,1
19089,1
19091,1
19093,1
19095,0.9969992498124531
19097,0.9976359338061466
19099,1
19101,1
19103,1
19105,0.9994158878504673
19107,1
19109,1
19111,1
19113,0.9938935959087093
19115,0.9948253557567918
19117,1
19119,1
19121,1
19123,0.994026284348865
19125,1
19127,1
19129,0.9922978177150192
19131,0.994750656167979
19133,1
19135,1
19137,1
19139,1
19141,1
19143,1
19145,1
19147,1
19149,1
19151,1
19153,0.9980784012298232
19155,0.9959270120560443
19157,1
19159,1
19161,0.9973544973544973
19163,0.9984834698210494
19165,1
19167,0.9915966386554622
19169,1
19171,0.982573726541555
19173,1
19175,1
19177,0.9984732824427481
19179,1
19181,1
19183,0.9928492849284929
19185,1
19187,1
19189,1
19191,1
19193,0.9915296462381664
19195,0.9888
19197,0.997808619430241
20109,1
20111,1
20113,1
20115,1
20117,1
20119,1
20121,1
20123,1
20125,0.9944400317712471
20127,0.9967637540453075
20129,1
20131,1
20133,1
20135,1
20137,1
20139,0.9974070872947277
20141,1
20143,1
20145,1
20147,1
20149,1
20151,0.9976553341148886
20153,1
20155,0.9955624155894269
20157,1
20159,1
20161,0.999603489294211
20163,1
20165,1
20167,1
20169,0.9965025558245897
20171,1
20173,0.9960515533040304
20175,0.9953650057937428
20177,0.9985644316838372
20179,1
20181,1
20183,1
20185,1
20187,1
20189,0.9845201238390093
20191,1
20193,1
20195,1
20197,1
20199,1
20201,1
20203,1
20205,1
20207,1
20209,0.9832601536772777
20001,1
20003,1
20005,1
20007,1
20009,1
20011,1
20013,1
20015,1
20017,1
20019,0.9921259842519685
20021,1
20023,1
20025,1
20027,1
20029,1
20031,1
20033,0.9883040935672515
20035,1
20037,1
20039,1
20041,1
20043,1
20045,0.9899076658793214
20047,1
20049,1
20051,1
20053,1
20055,0.9955156950672646
20057,1
20059,1
20061,1
20063,1
20065,1
20067,1
20069,1
20071,1
20073,1
20075,1
20077,1
20079,1
20081,1
20083,1
20085,1
20087,0.9983739837398374
20089,1
20091,0.9961509940322751
20093,1
20095,1
20097,1
20099,0.9959514170040485
20101,1
20103,0.9917311283008803
20105,1
20107,1
21001,1
21003,0.9731369150779896
21005,1
21007,1
21009,1
21011,0.9753086419753086
21013,1
21015,1
21017,0.99848828420257
21019,1
21021,1
21023,1
21025,1
21027,1
21029,0.9897669130187606
21031,1
21033,1
21035,0.9956331877729258
21037,0.9963092463092463
21039,0.9855072463768116
21041,1
21043,1
21045,1
21047,0.9970238095238095
21049,1
21051,0.9961315280464217
21053,1
21055,0.9731343283582089
21057,1
21059,0.9951698348395138
21061,1
21063,1
21065,1
21067,0.9977597918774389
21069,1
21071,1
21073,1
21075,0.9899396378269618
21077,1
21079,0.980411361410382
21081,1
21083,1
21085,1
21087,1
21089,0.994034302759135
21091,1
21093,0.9928014397120576
21095,1
21097,1
21099,0.9425837320574163
21101,1
21103,1
21105,1
21107,1
21109,1
21111,0.997135617494767
21113,0.9837067209775967
21115,1
21117,1
21119,0.9742962056303549
21121,1
21123,0.995049504950495
21125,1
21127,1
21129,1
21131,1
21133,1
21135,1
21137,1
21139,1
21141,0.9886877828054299
21143,1
21145,1
21147,1
21149,1
21151,0.9968385214007782
21153,0.9924585218702866
21155,1
21157,1
21159,1
21161,1
21163,1
21165,1
21167,0.9887719298245614
21169,1
21171,1
21173,1
21175,1
21177,0.9981642955484167
21179,1
21181,1
21183,1
21185,1
21187,1
21189,1
21191,0.9719495091164095
21193,1
21195,0.9938616071428571
21197,1
21199,1
21201,1
21203,1
21205,1
21207,1
21209,1
21211,1
21213,1
21215,1
21217,1
21219,1
21221,1
21223,1
21225,1
21227,1
21229,0.9954802259887006
21231,1
21233,1
21235,1
21237,1
21239,1
22001,1
22003,1
22005,0.9969894631209232
22007,1
22009,0.9911032028469751
22011,1
22013,1
22015,0.9913384539957509
22017,0.995847340320348
22019,0.9932457786116323
22021,1
22023,1
22025,1
22027,1
22029,0.9888535031847133
22031,1
22033,0.9919932574799831
22035,0.9755102040816327
22037,0.9930139720558883
22039,0.9983480176211453
22041,1
22043,1
22045,1
22047,1
22049,0.9895833333333334
22051,0.990068326923795
22053,0.9905511811023622
22055,0.996059889676911
22057,1
22059,1
22061,1
22063,1
22065,0.9913344887348353
22067,1
22069,0.9995713673381912
22071,0.9950537267610439
22073,0.9984644460193716
22075,1
22077,1
22079,0.9924744897959183
22081,1
22083,0.9899458623356535
22085,0.9980867346938775
22087,1
22089,0.9974082073434125
22091,0.9986559139784946
22093,0.9953161592505855
22095,0.9864864864864865
22097,0.9953121670573194
22099,1
22101,0.9982662968099861
22103,0.9990187198067633
22105,1
22107,1
22109,1
22111,0.9716748768472906
22113,0.9921334172435494
22115,0.9984496124031008
22117,1
22119,1
22121,1
22123,1
22125,1
22127,1
23001,1
23003,0.9988298228017386
23005,0.9994242646289124
23007,0.998669623059867
23009,0.9988500459981601
23011,0.9988251879699248
23013,0.9986293859649122
23015,1
23017,0.9974519342135743
23019,1
23021,1
23023,1
23025,1
23027,1
23029,1
23031,0.9977990770323039
24001,0.9989541572250306
24003,0.9972699188160069
24005,0.9939230606637075
24009,0.9976481655691439
24011,0.9957850368809273
24013,0.9966188524590164
24015,0.9910093992644053
24017,0.9930139720558883
24019,1
24021,0.9863985807214666
24023,0.9991091314031181
24025,0.9981545729681849
24027,0.9876757901103886
24029,1
24031,0.9853650914898788
24033,0.9858106738482032
24035,1
24037,0.9988628610416193
24039,1
24041,1
24043,0.9932213995202837
24045,0.9950008926977325
24047,0.9846794023075468
24510,0.9947514961436298
25001,0.9994563529046288
25003,1
25005,0.999486843230607
25007,1
25009,0.9984706403187508
25011,0.9978934063619128
25013,0.998865115658066
25015,0.9995612591861358
25017,0.9964676072065107
25019,1
25021,0.9980286586399865
25023,0.9983484177842373
25025,0.9932375316990701
25027,0.9982782369146006
26001,1
26003,0.9748083242059146
26005,1
26007,0.9974874371859297
26009,1
26011,0.9969902182091799
26013,1
26015,0.9986917844060701
26017,0.9991242337044914
26019,1
26021,0.998357111975789
26023,0.9985825655563431
26025,0.9965088370063278
26027,1
26029,0.9977011494252873
26031,1
26033,0.9960614415124065
26035,0.9988033506182689
26037,0.9975712077721351
26039,1
26041,1
26043,1
26045,0.9991113744075829
26047,1
26049,0.9993725548091829
26051,1
26053,1
26055,1
26057,1
26059,0.9990467111534795
26061,0.9991204925241864
26063,0.998776758409786
26065,0.9970581579542883
26067,1
26069,1
26071,1
26073,1
26075,1
26077,0.9962998492531178
26079,0.9932829554995802
26081,0.9961563701134339
26083,1
26085,0.9990512333965844
26087,0.9919565654534486
26089,0.9976479811838495
26091,0.9989187519308002
26093,0.9988428361035135
26095,1
26097,1
26099,0.9973609242008494
26101,0.9986945169712794
26103,1
26105,0.9978813559322034
26107,1
26109,0.993806574559314
26111,0.99880810488677
26113,1
26115,0.9972902666377629
26117,0.9934755332496863
26119,1
26121,1
26123,1
26125,0.9952398730632817
26127,0.996264674493063
26129,0.9979808177688037
26131,1
26133,0.9972082635399219
26135,0.9930635838150289
26137,1
26139,0.9933837429111532
26141,1
26143,1
26145,0.9994248328420448
26147,1
26149,0.9990203281900564
26151,0.9979526177244809
26153,1
26155,1
26157,0.9953027139874739
26159,0.9980439034992393
26161,0.9978271666252794
26163,0.9962027024422213
26165,0.9987035436473639
27001,0.9983193277310924
27003,0.9957968476357268
27005,1
27007,0.9942241047362341
27009,0.9985935302390999
27011,1
27013,1
27015,1
27017,0.9869565217391304
27019,0.9970635344367326
27021,0.9987628865979381
27023,1
27025,0.999278759466282
27027,1
27029,1
27031,1
27033,1
27035,1
27037,1
27039,0.9947043248014121
27041,0.9991132131244458
27043,1
27045,0.9945740640260445
27047,0.9993297587131368
27049,1
27051,1
27053,0.9931082458382541
27055,0.9963144963144963
27057,1
27059,0.9975845410628019
27061,0.9991847826086957
27063,1
27065,1
27067,0.9971355824315723
27069,1
27071,1
27073,1
27075,1
27077,1
27079,1
27081,1
27083,0.9987849331713244
27085,1
27087,0.9948186528497409
27089,1
27091,1
27093,0.9994226327944573
27095,0.993322203672788
27097,0.9987608426270136
27099,0.9986056887897379
27101,1
27103,0.9912686183872624
27105,1
27107,0.9984871406959153
27109,1
27111,0.9979790556678303
27113,1
27115,0.9939478584729982
27117,1
27119,1
27121,1
27123,0.9956588178092658
27125,1
27127,0.9986657771847899
27129,1
27131,0.99213217938631
27133,1
27135,1
27137,0.9996551486309401
27139,0.995631179581513
27141,1
27143,1
27145,0.9986402266288952
27147,1
27149,1
27151,1
27153,1
27155,1
27157,1
27159,1
27161,1
27163,0.9908034010064203
27165,1
27167,1
27169,0.9968632371392723
27171,0.9988378849506101
27173,1
28001,1
28003,1
28005,1
28007,1
28009,0.996551724137931
28011,0.9963122311001844
28013,1
28015,1
28017,0.991588785046729
28019,1
28021,1
28023,1
28025,1
28027,1
28029,1
28031,1
28033,0.9954948613262002
28035,1
28037,1
28039,1
28041,1
28043,1
28045,1
28047,0.9959490168955637
28049,1
28051,1
28053,1
28055,1
28057,1
28059,0.9966393332437156
28061,1
28063,1
28065,1
28067,0.9993016759776536
28069,1
28071,1
28073,1
28075,0.9920634920634921
28077,1
28079,1
28081,1
28083,1
28085,1
28087,1
28089,1
28091,0.9863985807214666
28093,1
28095,1
28097,1
28099,1
28101,1
28103,1
28105,1
28107,1
28109,1
28111,1
28113,1
28115,1
28117,1
28119,0.990632318501171
28121,1
28123,1
28125,0.9927272727272727
28127,1
28129,1
28131,1
28133,0.9983552631578947
28135,1
28137,1
28139,0.9910179640718563
28141,1
28143,1
28145,1
28147,1
28149,1
28151,1
28153,1
