fips,opioid_presc_rate
28107,101.4
28109,133.1
28111,89
28113,153.2
28115,98.5
28117,107.4
28119,72.3
28121,101
28123,92.5
28125,99.8
28127,107.7
28129,48.3
28131,158.5
28133,53.8
28135,38.1
28137,128.2
28139,106.3
28141,160.8
28143,37.5
28145,115.7
28147,67.6
28149,105.9
28151,104.3
28153,135.3
28155,155
28157,92.2
28159,116.5
28161,55
28163,62.4
30001,86.2
30003,1.2
30005,37.8
30007,35.1
30009,26.4
30011,–
30013,97.2
30015,33
30017,105.1
30019,5.7
30021,86.2
30023,96
30025,2.9
30027,79.6
30029,88.7
30031,46.7
30033,–
30035,31.3
30037,–
30039,–
30041,59.1
30043,14
30045,–
30047,64.4
30049,71.7
30051,41
30053,101.5
30055,–
30057,29.6
30059,54.1
30061,50.5
30063,71.2
30065,–
30067,44.8
30069,–
30071,84.9
30073,67.8
30075,38.6
30077,76
30079,–
30081,78.1
30083,63.8
30085,27
30087,38.8
30089,79.1
30091,–
30093,98.6
30095,42.2
30097,44.8
30099,64.8
30101,57.7
30103,–
30105,41.9
30107,46.8
30109,–
30111,86.8
37001,82.9
37003,25.4
37005,85.3
37007,77.1
37009,103.3
37011,82.9
37013,141
37015,51.6
37017,114.3
37019,110.7
37021,80.8
37023,151.5
37025,95.2
37027,135.6
37029,–
37031,101.2
37033,12.6
37035,129.2
37037,43.4
37039,125
37041,111.5
37043,120.2
37045,128
37047,177.8
37049,110.8
37051,86
37053,19
37055,107.6
37057,80.4
37059,95.5
37061,78.1
37063,49.1
37065,78.2
37067,76
37069,56.6
37071,119
37073,2.3
37075,101.8
37077,79.7
37079,28.2
37081,74.5
37083,116
37085,79.8
37087,102.7
37089,84.2
37091,136.4
37093,61.2
37095,64.1
37097,102
37099,91.7
37101,70.2
37103,24.2
37105,129.6
37107,88.2
37109,115.7
37111,87.4
37113,91.1
37115,58.8
37117,102.1
37119,54.4
37121,150.3
37123,65.3
37125,127.3
37127,92.3
37129,102.7
37131,15.6
37133,76.9
37135,42.1
37137,86.9
37139,130.8
37141,50.6
37143,36.1
37145,104.6
37147,82.9
37149,64.7
37151,71.5
37153,151.6
37155,129.7
37157,131.9
37159,80.8
37161,97.3
37163,87.2
37165,191.5
37167,111.1
37169,86.1
37171,164
37173,88.5
37175,98.9
37177,88.8
37179,67.9
37181,120.9
37183,54.5
37185,32.3
37187,87.1
37189,76.8
37191,78.6
37193,91.4
37195,90.7
37197,69.3
37199,98.7
38001,119.8
38003,63.6
38005,6.9
38007,–
38009,35.3
38011,55.2
38013,–
38015,67.7
38017,30.9
38019,46.2
38021,66.3
38023,0.2
38025,17
38027,81
38029,55.4
38031,106.4
38033,–
38035,58.4
38037,0.5
38039,27.2
38041,20.9
38043,33.3
38045,38.5
38047,0.4
38049,17.9
38051,42.3
38053,33.5
38055,41.3
38057,68.1
38059,41.8
38061,10.9
38063,32.7
38065,–
38067,54.1
38069,58.7
38071,120.4
38073,54.2
38075,27.2
38077,34.7
38079,4.2
38081,0.1
38083,–
38085,–
38087,–
38089,67
38091,–
38093,74.7
38095,0.5
38097,27.1
38099,43.9
38101,60.8
38103,77.9
38105,59.7
31001,77.8
31003,48.6
31005,–
31007,–
31009,–
31011,2
31013,101.7
31015,–
31017,55.5
31019,73.9
31021,20.8
31023,65.6
31025,25.9
31027,34.4
31029,64.4
31031,91.3
31033,45.5
31035,1
31037,0.5
31039,29.1
31041,91.1
31043,73.2
31045,72.9
31047,56.3
31049,3.9
31051,12.7
31053,100.7
31055,64.5
31057,124.9
31059,2.6
31061,–
31063,–
31065,2.9
31067,62.2
31069,117.3
31071,13.3
31073,–
31075,–
31077,–
31079,77.5
31081,65.2
31083,86
31085,–
31087,–
31089,59.5
31091,–
31093,70.6
31095,118
31097,46.1
31099,62.7
31101,119.6
31103,–
31105,2.9
31107,27.7
31109,62.9
31111,95.9
31113,–
31115,–
31117,–
31119,89.1
31121,61.3
31123,60.4
31125,44.6
31127,93.9
31129,43.4
31131,86.9
31133,70.9
31135,68
31137,114.5
31139,28.6
31141,77.4
31143,24.7
31145,111.5
31147,51.6
31149,–
31151,52.8
31153,53.3
31155,31.6
31157,94.2
31159,51.6
31161,0.8
31163,2.1
31165,–
31167,–
31169,4.1
31171,–
31173,1.6
31175,7.2
31177,58.3
31179,51.4
31181,5.6
31183,–
31185,99.8
33001,68.6
33003,75.1
33005,65.1
33007,70.8
33009,67.8
33011,54.6
33013,73.7
33015,63.1
33017,79.9
33019,54.9
34001,74.5
34003,42.5
34005,69
34007,84.8
34009,88.2
34011,91.7
34013,39.6
34015,78.6
34017,36.9
34019,42.8
34021,54.1
34023,41.4
34025,55.1
34027,42.3
34029,66.5
34031,45.9
34033,72
34035,37
34037,59.6
34039,40.8
34041,70.6
35001,68.7
35003,–
35005,81.2
35006,39.9
35007,69.9
35009,63.6
35011,7.3
35013,46.8
35015,89.5
35017,83.8
35019,7
35021,–
35023,–
35025,72.2
35027,92.6
35028,70.6
35029,72.8
35031,22.6
35033,–
35035,55.9
35037,86.8
35039,83
35041,27
35043,54.6
35045,67.9
35047,68.8
35049,82
35051,91.6
35053,59.3
35055,85.8
35057,26
35059,44.7
35061,79.6
32001,108
32003,77.5
32005,104.4
32007,64
32009,–
32011,–
32013,78.8
32015,0.3
32017,85.6
32019,92.4
32021,120.5
32023,137
32027,38.9
32029,–
32031,83.4
32033,101.3
32510,130.1
36001,46.6
36003,58.8
36005,30.7
36007,69.6
36009,73.4
36011,49.3
36013,72.6
36015,84.6
36017,52.6
36019,76.9
36021,61.5
36023,59.4
36025,66.3
36027,55.6
36029,67
36031,46.8
36033,67.7
36035,69.1
36037,54.9
36039,64.6
36041,–
36043,49.9
36045,59.4
36047,23.3
36049,41
36051,49.2
36053,59.5
36055,49.1
36057,81.5
36059,40.7
36061,39.3
36063,76.2
36065,61.8
36067,55.8
36069,51.6
36071,58.6
36073,49.9
36075,58
36077,56.5
36079,41
36081,23.9
36083,57.6
36085,44.8
36087,34.6
36089,69.9
36091,51.1
36093,53.5
36095,47.7
36097,57.9
36099,45.4
36101,67.2
36103,51.3
36105,70.2
36107,43.4
36109,52.6
36111,67.6
36113,82.9
36115,66.2
36117,54.3
36119,35
36121,51.5
36123,33.5
39001,83.9
39003,89.8
39005,45.1
39007,67.6
39009,83.2
39011,50.1
39013,88.3
39015,86.6
39017,77
39019,41.7
39021,70.3
39023,104.5
39025,82.3
39027,102.8
39029,84.2
39031,80.7
39033,87.5
39035,61.3
39037,52.1
39039,80.2
39041,54.6
39043,84.3
39045,73.5
39047,99.2
39049,72
39051,74.7
39053,87.5
39055,54.8
39057,74.4
39059,97.3
39061,72.2
39063,61.5
39065,69.2
39067,65.2
39069,54.5
39071,102.5
39073,94.2
39075,23.6
39077,97
39079,133.8
39081,111.9
39083,54.1
39085,74.8
39087,82.6
39089,65.8
39091,83.5
39093,74
39095,98
39097,73
39099,93.5
39101,102.8
39103,61.3
39105,64.1
39107,48
39109,68
39111,44.8
39113,92.9
39115,42.3
39117,50.7
39119,96.7
39121,23.2
39123,69.9
39125,37.7
39127,81
39129,71.3
39131,105.7
39133,61
39135,66.9
39137,40.6
39139,70.2
39141,93.4
39143,68.2
39145,105.5
39147,72.7
39149,71.4
39151,92.6
39153,76.6
39155,94.8
39157,75.1
39159,67.3
39161,67.4
39163,4.9
39165,64.1
39167,119.9
39169,57
39171,52.6
39173,47.1
39175,46.2
40001,66.9
40003,0.4
40005,34.4
40007,–
40009,123.3
40011,1.7
40013,145.8
40015,77.3
40017,87.5
40019,165
40021,103.8
40023,35.3
40025,54.2
40027,79.1
40029,95.3
40031,82.5
40033,1.2
40035,105.7
40037,110.7
40039,104.4
40041,91.2
40043,17.3
40045,81.3
40047,97.4
40049,53.9
40051,54
40053,22.4
40055,30
40057,186.9
40059,1
40061,97.3
40063,34.7
40065,101.6
40067,32.7
40069,2.4
40071,90.5
40073,109.3
40075,41.2
40077,74.8
40079,89.4
40081,20.8
40083,50.9
40085,75.4
40087,137.5
40089,77.6
40091,66.9
40093,1.1
40095,58.5
40097,101.5
40099,154.3
40101,122.9
40103,13.4
40105,64.9
40107,1.3
40109,109.1
40111,97.1
40113,12.4
40115,88.9
40117,100
40119,102.3
40121,156.5
40123,116.5
40125,128.4
40127,1.6
40129,0.7
40131,103.9
40133,65.4
40135,63.3
40137,132
40139,40.1
40141,96.9
40143,125.8
40145,63.2
40147,113.8
40149,0.5
40151,26.2
40153,105.6
41001,129.8
41003,46.5
41005,74.4
41007,107.6
41009,68.9
41011,134.1
41013,98.1
41015,148.6
41017,86.3
41019,101.4
41021,101
41023,2.8
41025,101.2
41027,93.5
41029,106.5
41031,58.7
41033,119.7
41035,83
41037,103.7
41039,101.9
41041,114.8
41043,103
41045,148.6
41047,68.9
41049,19
41051,51.3
41053,51.9
41055,–
41057,102.1
41059,96
41061,114.2
41063,85.5
41065,135.8
41067,50.5
41069,–
41071,71.8
42001,45.9
42003,72.1
42005,74
42007,72.9
42009,66.6
42011,59.2
42013,105.5
42015,70
42017,66.4
42019,69.3
42021,98.7
42023,100.2
42025,74
42027,48.4
42029,50.8
42031,68.6
42033,75.7
42035,73.6
42037,80.7
42039,84.4
42041,69.4
42043,64.4
42045,70.6
42047,88
42049,79.5
42051,128.8
42053,41.5
42055,73.2
42057,13.8
42059,79.1
42061,59.9
42063,71.1
42065,73.2
42067,55.8
42069,112.1
42071,54.6
42073,92.4
42075,57.9
42077,48
42079,85.7
42081,86.3
42083,86.9
42085,109.2
42087,82.3
42089,75.9
42091,59.4
42093,78
42095,66.4
42097,95.2
42099,55.9
42101,67.6
42103,48.8
42105,63
42107,79.2
42109,65.9
42111,69.8
42113,44.6
42115,51.8
42117,75.4
42119,58.6
42121,80.7
42123,76.4
42125,72.2
42127,64.6
42129,74.1
42131,80.7
42133,62.5
44001,44.5
44003,71.7
44005,59.7
44007,58.1
44009,63.2
45001,58
45003,87.7
45005,55
45007,93.6
45009,101.1
45011,98.4
45013,65
45015,59.4
45017,11.3
45019,76
45021,115.8
45023,97.3
45025,86.9
45027,80.8
45029,125.8
45031,152.4
45033,127.2
45035,101
45037,63.1
45039,53.7
45041,136.2
45043,88.2
45045,91.6
45047,115.3
45049,104.9
45051,110.7
45053,68.3
45055,90.5
45057,82.6
45059,86.2
45061,43.1
45063,91.8
45065,2.3
45067,115.6
45069,106.5
45071,85.5
45073,115.9
45075,91.3
45077,107.2
45079,64.9
45081,53.8
45083,107.4
45085,76.5
45087,119.8
45089,75.5
45091,72.3
46003,–
46005,65.7
46007,0.1
46009,0.1
46011,42.7
46013,63.8
46015,83.8
46017,–
46019,26.5
46021,–
46023,34.6
46025,32.2
46027,47.4
46029,67
46031,–
46033,40.7
46035,89.3
46037,0.7
46039,34.8
46041,0.1
46043,43.2
46045,55
46047,87.7
46049,0.1
46051,57.6
46053,98.5
46055,119.8
46057,–
46059,0.3
46061,–
46063,–
46065,98
46067,78
46069,–
46071,–
46073,101
46075,–
46077,52.2
46079,33.5
46081,79.4
46083,35
46085,11
46087,31.7
46089,6.7
46091,44.6
46093,13.9
46095,85.9
46097,30.5
46099,65.6
46101,37.2
46103,76.2
46105,47.2
46107,0.4
46109,45.9
46111,–
46113,–
46115,2.4
46117,2.9
46119,–
46121,–
46123,102.5
46125,32.5
46127,70.1
46129,101.7
46135,95.2
46137,–
47001,147.4
47003,101.5
47005,136.7
47007,83.6
47009,91
47011,129.9
47013,195.6
47015,101.9
47017,139.8
47019,109.5
47021,107
47023,100.6
47025,189.4
47027,189.9
47029,188.3
47031,169.5
47033,91.3
47035,129.3
47037,85.2
47039,164.1
47041,161.2
47043,138.8
47045,176.6
47047,72
47049,178.7
47051,119.8
47053,139.4
47055,130.2
47057,94.5
47059,124.3
47061,171.9
47063,163.2
47065,123
47067,124.7
47069,113.6
47071,153.5
47073,89
47075,86.6
47077,136.8
47079,188.7
47081,71.3
47083,148.7
47085,129.7
47087,63.3
47089,113.3
47091,106.6
47093,97.6
47095,79.4
47097,102.6
47099,143.2
47101,154.3
47103,105.6
47105,101.9
47107,157.3
47109,173.7
47111,130
47113,126.7
47115,102.7
47117,145.2
47119,134.9
47121,52.3
47123,147.3
47125,87
47127,22.3
47129,77.6
47131,99.5
47133,111.5
47135,99.1
47137,85.8
47139,53.8
47141,139.6
47143,157.5
47145,147
47147,126.8
47149,94.8
47151,169.4
47153,175.2
47155,114.9
47157,73.6
47159,133
47161,62.7
47163,165
47165,90.9
47167,112.2
47169,171.7
47171,145.1
47173,94.3
47175,8.7
47177,158
47179,108.5
47181,152.5
47183,128.3
47185,130.7
47187,57.6
47189,91.4
48001,68.5
48003,58.2
48005,93.2
48007,95.7
48009,–
48011,–
48013,88.8
48015,52.5
48017,62.7
48019,33.3
48021,78.1
48023,49
48025,69.9
48027,53.4
48029,54.6
48031,18.3
48033,–
48035,39.2
48037,124.6
48039,62.3
48041,53.9
48043,70.1
48045,–
48047,40.7
48049,120.4
48051,55.4
48053,96.3
48055,52.5
48057,101.1
48059,10.9
48061,28.5
48063,69.6
48065,3.7
48067,81.8
48069,1.1
48071,34.2
48073,72
48075,177.3
48077,–
48079,–
48081,–
48083,68.3
48085,56.2
48087,–
48089,60.5
48091,74.4
48093,78.8
48095,–
48097,91.9
48099,63.9
48101,–
48103,63.2
48105,47.2
48107,2
48109,–
48111,73.7
48113,50.6
48115,58.2
48117,40.3
48119,22.9
48121,59.2
48123,51.2
48125,7.4
48127,94.8
48129,3.8
48131,10.5
48133,71.8
48135,70.7
48137,–
48139,74
48141,37.5
48143,70.5
48145,61.7
48147,61.5
48149,60.3
48151,4.7
48153,3.2
48155,58.7
48157,39.2
48159,73.8
48161,29.1
48163,43.6
48165,50.8
48167,75.4
48169,1.6
48171,76.4
48173,–
48175,22.7
48177,53.3
48179,109.4
48181,104.5
48183,132.9
48185,28.1
48187,47.7
48189,65.5
48191,3.8
48193,30
48195,0.5
48197,77.7
48199,97.3
48201,46.2
48203,72
48205,–
48207,8.6
48209,58.4
48211,3.1
48213,80.5
48215,27.8
48217,61.9
48219,78.9
48221,119.4
48223,92.7
48225,47.5
48227,65.6
48229,–
48231,90.5
48233,81.5
48235,–
48237,2.1
48239,33.2
48241,67.3
48243,–
48245,85.5
48247,34.6
48249,79.7
48251,90.9
48253,30.2
48255,58
48257,76.3
48259,65.4
48261,–
48263,–
48265,80.6
48267,59.8
48269,–
48271,26.8
48273,65.8
48275,–
48277,151
48279,2.5
48281,63.1
48283,0.4
48285,56.6
48287,50.5
48289,39.8
48291,90.9
48293,86.2
48295,–
48297,18
48299,62.7
48301,–
48303,84.2
48305,1.3
48307,55.2
48309,75.4
48311,–
48313,73.9
48315,1.6
48317,40.2
48319,44.5
48321,66
48323,28.4
48325,44.1
48327,–
48329,58.7
48331,67.7
48333,–
48335,55.2
48337,82.1
48339,60.6
48341,55.3
48343,80.6
48345,–
48347,86
48349,72.9
48351,34.5
48353,118.8
48355,80.2
48357,46.1
48359,–
48361,113.4
48363,108.6
48365,81.4
48367,73.3
48369,1.1
48371,37.9
48373,101.1
48375,76.1
48377,–
48379,68.6
48381,73.9
48383,25.6
48385,–
48387,47.9
48389,63.8
48391,1.7
48393,–
48395,28.6
48397,74.6
48399,70.6
48401,49
48403,54.7
48405,74.7
48407,19.1
48409,86.4
48411,49.5
48413,–
48415,84.5
48417,–
48419,69.1
48421,1.4
48423,88.6
48425,5.8
48427,34.6
48429,103.5
48431,–
48433,2.5
48435,3.1
48437,2.3
48439,66.7
48441,107
48443,–
48445,86.8
48447,–
48449,84.6
48451,75.1
48453,51.2
48455,60
48457,52.4
48459,19
48461,1.4
48463,73.1
48465,38.6
48467,78.5
48469,98.7
48471,58.9
48473,12.8
48475,57.8
48477,75.5
48479,27.2
48481,63.5
48483,39.1
48485,105.2
48487,147.6
48489,28.9
48491,62.2
48493,58.6
48495,56.5
48497,63.6
48499,94.8
48501,6.5
48503,99
48505,23.7
48507,0.7
49001,93.9
49003,80.1
49005,54.5
49007,176
49009,–
49011,66.7
49013,57.7
49015,45.2
49017,87.1
49019,83.3
49021,103.9
49023,81.2
49025,106.8
49027,58
49029,57.8
49031,–
49033,29.4
49035,70.5
49037,16.3
49039,95.7
49041,112.8
49043,61.2
49045,70.3
49047,66.9
49049,58.7
49051,68.9
49053,89
49055,–
49057,83.2
51001,60.7
51003,59.1
51005,86.8
51007,48.1
51009,75
51011,125
51013,24.4
51015,19.7
51017,1.4
51019,44.9
51021,66.8
51023,39.6
51025,23.9
51027,131
51029,2.1
51031,43
51033,35.3
51035,44.9
51036,–
51037,38.9
51041,67.8
51043,28.5
51045,5.2
51047,65.5
51049,29.3
51051,185.1
51053,5.1
51057,109.5
51059,29.7
51061,72.2
51063,50
51065,31.4
51067,80.1
51069,58.2
51071,119.8
51073,107.5
51075,14.8
51077,25
51079,77.8
51081,–
51083,81.3
51085,90.2
51087,68.2
51089,73.4
51091,–
51093,74.1
51095,96.2
51097,–
51099,54.6
51101,40.3
51103,156.9
51105,149.5
51107,36.8
51109,49.8
51111,1.6
51113,–
51115,55.2
51117,105.7
51119,3.1
51121,61.6
51125,21.9
51127,58.7
51131,113.8
51133,30.7
51135,77.3
51137,91
51139,86
51141,69.2
51143,22.3
51145,45.8
51147,99.5
51149,–
51153,38.5
51155,134.1
51157,–
51159,44
51161,84.4
51163,–
51165,30.3
51167,111.7
51169,153.7
51171,69
51173,131.3
51175,0
51177,66.4
51179,49.1
51181,–
51183,22
51185,179.3
51187,87.6
51191,105
51193,43
51195,194.5
51197,109.5
51199,47
51510,33
51515,–
51520,174.2
51530,85.2
51540,52.8
51550,65.5
51570,222.2
51580,235.3
51590,179.2
51595,283.1
51600,78.8
51610,57.1
51620,268.2
51630,166.3
51640,394.4
51650,76.8
51660,124.7
51670,151.7
51678,237
51680,116.7
51683,109.7
51685,–
51690,399.9
51700,62.8
51710,64.8
51720,470.3
51730,152.2
51735,80.6
51740,102.4
51750,97.8
51760,53.2
51770,102.1
51775,206
51790,175
51800,85.4
51810,61
51820,202.9
51830,–
51840,175
50001,51
50003,72.4
50005,62.3
50007,48.7
50009,12.6
50011,85.7
50013,18.4
50015,57.4
50017,42.9
50019,62.5
50021,79.8
50023,57.8
50025,72.8
50027,41.7
53001,27.6
53003,150.9
53005,102.4
53007,79.4
53009,119.7
53011,60.3
53013,119.9
53015,89.4
53017,65.1
53019,66.4
53021,62.6
53023,119
53025,73.4
53027,113
53029,42.8
53031,85.1
53033,47.4
53035,61.9
53037,56.2
53039,3.2
53041,96.8
53043,93.1
53045,87.1
53047,71.1
53049,37.9
53051,118
53053,65.2
53055,57.6
53057,80.7
53059,3.9
53061,70.6
53063,83.7
53065,82.5
53067,63.1
53069,6
53071,86.7
53073,71.2
53075,49.5
53077,68
55001,43.6
55003,86.7
55005,76.8
55007,9.5
55009,65.2
55011,0.4
55013,63
55015,19.7
55017,64.3
55019,32.1
55021,93.2
55023,71.4
55025,53.1
55027,41.6
55029,65.4
55031,61.9
55033,38.4
55035,57.7
55037,–
55039,51.5
55041,45.8
55043,46.7
55045,54.1
55047,61.9
55049,46.5
55051,64.8
55053,25.3
55055,63.6
55057,118.9
55059,64
55061,23.8
55063,63
55065,14.2
55067,94.4
55069,75.4
55071,59.5
55073,49.9
55075,76.3
55077,33.2
55078,–
55079,76.8
55081,65.4
55083,36.5
55085,84.2
55087,57.6
55089,61.2
55091,57.6
55093,38.7
55095,63.2
55097,55.2
55099,50.1
55101,78.4
55103,36.9
55105,78.2
55107,31.3
55109,33.4
55111,66.8
55113,89.4
55115,42
55117,67
55119,29.2
55121,17.5
55123,42.2
55125,61.9
55127,63
55129,29.1
55131,65.7
55133,68.3
55135,84.7
55137,26.5
55139,54.9
55141,72
54001,67.2
54003,90.2
54005,142.4
54007,90
54009,86.3
54011,122.3
54013,46.5
54015,62.6
54017,33.6
54019,78.1
54021,59.2
54023,84.1
54025,107.6
54027,69.2
54029,143.9
54031,80.7
54033,102.9
54035,81.9
54037,88.4
54039,111.2
54041,83.2
54043,53.3
54045,194.3
54047,104.4
54049,89
54051,117.2
54053,81.5
54055,119.3
54057,101.4
54059,96.5
54061,59.1
54063,42.7
54065,73.6
54067,134.8
54069,80.7
54071,83.7
54073,113.9
54075,58.3
54077,70.7
54079,95.5
54081,104.6
54083,95.1
54085,68
54087,94.5
54089,115.4
54091,69.8
54093,41.2
54095,51.6
54097,58
54099,67.5
54101,61.3
54103,95.5
54105,38.1
54107,109.4
54109,143.6
56001,46.7
56003,56
56005,70.8
56007,72.5
56009,65.5
56011,0.3
56013,83.6
56015,31.9
56017,98.1
56019,65.8
56021,71.6
56023,77.6
56025,82.6
56027,3
56029,85.3
56031,54.5
56033,51.8
56035,58.6
56037,87.7
56039,62.7
56041,105.4
56043,81.3
56045,46.7